artist_name,artist_url,event_datetime,event_venue.region,event_url,event_venue.url,event_venue.city,event_venue.latitude,event_venue.longitude,event_venue.name,event_id,event_venue.id
Out of Order,http://www.bandsintown.com/OutOfOrder,2012-01-01T17:00:00,01,http://www.bandsintown.com/event/4591671?app_id=epfl,http://www.bandsintown.com/venue/1188352,Balstal,47.3166667,7.6833333,New Years Eve,4591671,1188352
DJ Antoine Live  @ Le Lapin Vert Club,http://www.bandsintown.com/DjAntoineLive%40LeLapinVertClub,2012-01-01T22:00:00,,http://www.bandsintown.com/event/4828744?app_id=epfl,http://www.bandsintown.com/venue/1268622,Haute-Nendaz,46.183307,7.294446,Le Lapin Vert Club,4828744,1268622
da fr3ak,http://www.bandsintown.com/DaFr3ak,2012-01-01T21:00:00,04,http://www.bandsintown.com/event/4805635?app_id=epfl,http://www.bandsintown.com/venue/1264826,Basel,47.5666667,7.6,Basel meets Zürich @ CU Club,4805635,1264826
The Legendary New Year's Ladies Night,http://www.bandsintown.com/TheLegendaryNewYear%27sLadiesNight,2012-01-01T22:00:00,ZH,http://www.bandsintown.com/event/4828745?app_id=epfl,http://www.bandsintown.com/venue/982340,Zurich,47.37704,8.5292,Alte Kaserne,4828745,982340
Max B. Grant Hardstyle Music,http://www.bandsintown.com/MaxB.GrantHardstyleMusic,2012-01-01T23:00:00,25,http://www.bandsintown.com/event/4664227?app_id=epfl,http://www.bandsintown.com/venue/1214669,Zurich,47.3666667,8.55,Hardstyle Night OXA,4664227,1214669
Der Weihnachtscircus GO,http://www.bandsintown.com/DerWeihnachtscircusGo,2012-01-03T14:30:00,Switzerland,http://www.bandsintown.com/event/4831081?app_id=epfl,http://www.bandsintown.com/venue/926449,Brig,46.31763,7.9838,Kongresszentrum Simplonhalle,4831081,926449
Scaloni ,http://www.bandsintown.com/Scaloni,2012-01-03T19:00:00,25,http://www.bandsintown.com/event/4829846?app_id=epfl,http://www.bandsintown.com/venue/1273447,Zurich,47.3666667,8.55,Vior Club,4829846,1273447
Obtrusive,http://www.bandsintown.com/Obtrusive,2012-01-04T20:00:00,,http://www.bandsintown.com/event/4787350?app_id=epfl,http://www.bandsintown.com/venue/253038,Davos,46.8043821,9.8368549,Box,4787350,253038
Archers and Arrows,http://www.bandsintown.com/ArchersAndArrows,2012-01-05T19:00:00,23,http://www.bandsintown.com/event/6048725?app_id=epfl,http://www.bandsintown.com/venue/1646617,Vevey,46.45,6.85,WSDC festival,6048725,1646617
Obtrusive,http://www.bandsintown.com/Obtrusive,2012-01-05T08:00:00,Etr,http://www.bandsintown.com/event/4787351?app_id=epfl,http://www.bandsintown.com/venue/594255,Zurich,47.383297,8.539312,Dynamo,4787351,594255
