artist_name,artist_url,event_datetime,event_id,event_url,event_venue.city,event_venue.id,event_venue.latitude,event_venue.longitude,event_venue.name,event_venue.region,event_venue.url
Joe T. Vannelli,http://www.bandsintown.com/JoeT.Vannelli,2010-01-02T20:00:00,3256713,http://www.bandsintown.com/event/3256713?app_id=epfl,Aaray,808068,47.391811,8.04999,Kettenbrucke AARAU,Switzerland,http://www.bandsintown.com/venue/808068
Jools,http://www.bandsintown.com/Jools,2010-01-02T22:00:00,3305247,http://www.bandsintown.com/event/3305247?app_id=epfl,Lucerne,334152,47.044019,8.311746000000001,Schüür,Lucerne,http://www.bandsintown.com/venue/334152
POW-LOW,http://www.bandsintown.com/POW-LOW,2010-01-02T23:00:00,3255921,http://www.bandsintown.com/event/3255921?app_id=epfl,Zurich,388340,47.392132000000004,8.511339999999999,Club Q,25,http://www.bandsintown.com/venue/388340
Jeru the Damaja,http://www.bandsintown.com/JeruTheDamaja,2010-01-02T20:00:00,3272071,http://www.bandsintown.com/event/3272071?app_id=epfl,St. Gallen,328757,47.426392,9.37371,Kugl,Switzerland,http://www.bandsintown.com/venue/328757
Ektomorf,http://www.bandsintown.com/Ektomorf,2010-01-04T20:00:00,3159723,http://www.bandsintown.com/event/3159723?app_id=epfl,Basel,747119,47.5666667,7.6,Konzertfabrik Z7,04,http://www.bandsintown.com/venue/747119
Emergenti Italiani,http://www.bandsintown.com/EmergentiItaliani,2010-01-05T20:00:00,3286577,http://www.bandsintown.com/event/3286577?app_id=epfl,Novazzano,813491,45.842667999999996,8.982216000000001,Koan,Switzerland,http://www.bandsintown.com/venue/813491
Carrier,http://www.bandsintown.com/Carrier,2010-01-06T18:00:00,3195852,http://www.bandsintown.com/event/3195852?app_id=epfl,Zizers,786799,46.936001,9.56527,Event Stage,Switzerland,http://www.bandsintown.com/venue/786799
K7 Records,http://www.bandsintown.com/K7Records,2010-01-07T20:00:00,3184582,http://www.bandsintown.com/event/3184582?app_id=epfl,Zurich,297164,47.3666667,8.55,Hive,25,http://www.bandsintown.com/venue/297164
IZIA,http://www.bandsintown.com/IZIA,2010-01-08T19:00:00,3171944,http://www.bandsintown.com/event/3171944?app_id=epfl,Cheseaux-Noréaz,169999,46.781797,6.671189999999999,Amalgame Club,Switzerland,http://www.bandsintown.com/venue/169999
Izia 1èRe Partie,http://www.bandsintown.com/Izia1%C3%A8rePartie,2010-01-08T19:00:00,3171944,http://www.bandsintown.com/event/3171944?app_id=epfl,Cheseaux-Noréaz,169999,46.781797,6.671189999999999,Amalgame Club,Switzerland,http://www.bandsintown.com/venue/169999
K7 Records,http://www.bandsintown.com/K7Records,2010-01-08T20:00:00,3184583,http://www.bandsintown.com/event/3184583?app_id=epfl,Geneva,333195,46.20399999999999,6.13628,Zoo,GE,http://www.bandsintown.com/venue/333195
Joakim,http://www.bandsintown.com/Joakim,2010-01-08T20:00:00,3184583,http://www.bandsintown.com/event/3184583?app_id=epfl,Geneva,333195,46.20399999999999,6.13628,Zoo,GE,http://www.bandsintown.com/venue/333195
Chris Duarte Group,http://www.bandsintown.com/ChrisDuarteGroup,2010-01-08T19:00:00,3319394,http://www.bandsintown.com/event/3319394?app_id=epfl,Bern,819523,46.9166667,7.4666667,Alti Moschti,05,http://www.bandsintown.com/venue/819523
Doreen Shaffer,http://www.bandsintown.com/DoreenShaffer,2010-01-08T19:00:00,3275138,http://www.bandsintown.com/event/3275138?app_id=epfl,Conthey,334526,46.224321999999994,7.298266,Nouveau Monde,Switzerland,http://www.bandsintown.com/venue/334526
Painhead,http://www.bandsintown.com/Painhead,2010-01-08T21:00:00,9916028,http://www.bandsintown.com/event/9916028?app_id=epfl,Rorschach,351804,47.477940000000004,9.4952,Mariaberg,Switzerland,http://www.bandsintown.com/venue/351804
Marc Hype,http://www.bandsintown.com/MarcHype,2010-01-09T23:00:00,3188028,http://www.bandsintown.com/event/3188028?app_id=epfl,Lausanne,790850,46.519595,6.632335,Loft Club,Switzerland,http://www.bandsintown.com/venue/790850
Chris Duarte Group,http://www.bandsintown.com/ChrisDuarteGroup,2010-01-09T19:00:00,3319395,http://www.bandsintown.com/event/3319395?app_id=epfl,Bern,819524,46.9166667,7.4666667,TBA,05,http://www.bandsintown.com/venue/819524
DVW,http://www.bandsintown.com/DVW,2010-01-09T22:00:00,3305026,http://www.bandsintown.com/event/3305026?app_id=epfl,Berne,787028,46.948429,7.440460000000001,Wasserwerk Club,Switzerland,http://www.bandsintown.com/venue/787028
Fair Warning,http://www.bandsintown.com/FairWarning,2010-01-09T19:00:00,3259783,http://www.bandsintown.com/event/3259783?app_id=epfl,Uster,106464,47.34108,8.751285000000001,Rock City,Switzerland,http://www.bandsintown.com/venue/106464
Tocadisco,http://www.bandsintown.com/Tocadisco,2010-01-09T20:00:00,3272285,http://www.bandsintown.com/event/3272285?app_id=epfl,Zurich,331966,47.386998999999996,8.521115,Zürich,Switzerland,http://www.bandsintown.com/venue/331966
Painhead,http://www.bandsintown.com/Painhead,2010-01-09T20:00:00,9916030,http://www.bandsintown.com/event/9916030?app_id=epfl,Rorschach,351804,47.477940000000004,9.4952,Mariaberg,Switzerland,http://www.bandsintown.com/venue/351804
Bobby Long,http://www.bandsintown.com/BobbyLong,2010-01-10T19:00:00,3229995,http://www.bandsintown.com/event/3229995?app_id=epfl,Zurich,801703,47.3666667,8.55,Labor-Bar,25,http://www.bandsintown.com/venue/801703
Kittie,http://www.bandsintown.com/Kittie,2010-01-10T19:00:00,3212495,http://www.bandsintown.com/event/3212495?app_id=epfl,Winterthur,147243,47.4975354,8.7222841,Salzhaus,25,http://www.bandsintown.com/venue/147243
Nunez,http://www.bandsintown.com/Nunez,2010-01-11T19:00:00,3301987,http://www.bandsintown.com/event/3301987?app_id=epfl,Basel,306296,47.561136,7.593744999999999,Volkshaus Basel,04,http://www.bandsintown.com/venue/306296
Live From Buena Vista,http://www.bandsintown.com/LiveFromBuenaVista,2010-01-11T20:00:00,2553822,http://www.bandsintown.com/event/2553822?app_id=epfl,Basel,169943,47.5545998,7.5886898,Stadtcasino Basel,BS,http://www.bandsintown.com/venue/169943
Chris Duarte Group,http://www.bandsintown.com/ChrisDuarteGroup,2010-01-13T19:00:00,3319397,http://www.bandsintown.com/event/3319397?app_id=epfl,Basel,110499,47.57421,7.563110000000001,Grand Casino,BS,http://www.bandsintown.com/venue/110499
DMC,http://www.bandsintown.com/DMC,2010-01-13T20:00:00,3252076,http://www.bandsintown.com/event/3252076?app_id=epfl,Luzern,705076,47.049541,8.30437,Lucerne,Switzerland,http://www.bandsintown.com/venue/705076
Émilie Simon,http://www.bandsintown.com/%C3%89milieSimon,2010-01-14T19:00:00,3224015,http://www.bandsintown.com/event/3224015?app_id=epfl,Lausanne,289098,46.522385,6.618189999999999,Le Docks,Switzerland,http://www.bandsintown.com/venue/289098
Che Sudaka,http://www.bandsintown.com/CheSudaka,2010-01-14T19:00:00,3275137,http://www.bandsintown.com/event/3275137?app_id=epfl,Conthey,334526,46.224321999999994,7.298266,Nouveau Monde,Switzerland,http://www.bandsintown.com/venue/334526
Manu,http://www.bandsintown.com/Manu,2010-01-15T19:00:00,3161155,http://www.bandsintown.com/event/3161155?app_id=epfl,Vevey,306332,46.472145000000005,6.851925,ROCKING CHAIR,Etr,http://www.bandsintown.com/venue/306332
Filewile,http://www.bandsintown.com/Filewile,2010-01-15T19:00:00,3201367,http://www.bandsintown.com/event/3201367?app_id=epfl,Düdingen,323397,46.8615737,7.180177799999999,Bad Bonn,Canton Of Fribourg,http://www.bandsintown.com/venue/323397
A Thousand Years Slavery,http://www.bandsintown.com/AThousandYearsSlavery,2010-01-15T19:00:00,3275140,http://www.bandsintown.com/event/3275140?app_id=epfl,Conthey,334526,46.224321999999994,7.298266,Nouveau Monde,Switzerland,http://www.bandsintown.com/venue/334526
photo 09,http://www.bandsintown.com/Photo09,2010-01-15T13:00:00,3296596,http://www.bandsintown.com/event/3296596?app_id=epfl,ZÜrich,170013,47.38572,8.516850999999999,MAAG EVENT HALL,Etr,http://www.bandsintown.com/venue/170013
Chris Duarte Group,http://www.bandsintown.com/ChrisDuarteGroup,2010-01-15T19:00:00,3319398,http://www.bandsintown.com/event/3319398?app_id=epfl,Lenzburg,819526,47.3833333,8.1833333,Baronessa,01,http://www.bandsintown.com/venue/819526
Eric Burdon,http://www.bandsintown.com/EricBurdon,2010-01-15T20:00:00,3312909,http://www.bandsintown.com/event/3312909?app_id=epfl,Dietikon,818325,47.397315,8.413533000000001,soundDock 14,25,http://www.bandsintown.com/venue/818325
Frantic,http://www.bandsintown.com/Frantic,2010-01-15T20:00:00,3188145,http://www.bandsintown.com/event/3188145?app_id=epfl,Wil,340249,47.4662018,9.0508804,Gare de lion,SG,http://www.bandsintown.com/venue/340249
Weekend Phantom,http://www.bandsintown.com/WeekendPhantom,2010-01-15T21:00:00,8224950,http://www.bandsintown.com/event/8224950?app_id=epfl,Lucerne,2309697,47.0833333,8.2666667,Fast Forward Tour,11,http://www.bandsintown.com/venue/2309697
Der Zoo,http://www.bandsintown.com/DerZoo,2010-01-15T22:00:00,3305245,http://www.bandsintown.com/event/3305245?app_id=epfl,Lucerne,351799,47.0833333,8.2666667,Casineum Grand Casino,11,http://www.bandsintown.com/venue/351799
LOZANE'S BURNING X,http://www.bandsintown.com/Lozane%27sBurningX,2010-01-16T19:00:00,3216863,http://www.bandsintown.com/event/3216863?app_id=epfl,Lausanne,799732,46.54047,6.64697,Salle de Grand-Vennes,Switzerland,http://www.bandsintown.com/venue/799732
FLORENT VINTRINGNER,http://www.bandsintown.com/FlorentVintringner,2010-01-16T19:00:00,3275139,http://www.bandsintown.com/event/3275139?app_id=epfl,Conthey,334526,46.224321999999994,7.298266,Nouveau Monde,Switzerland,http://www.bandsintown.com/venue/334526
photo 09,http://www.bandsintown.com/Photo09,2010-01-16T13:00:00,3332205,http://www.bandsintown.com/event/3332205?app_id=epfl,ZÜrich,170013,47.38572,8.516850999999999,MAAG EVENT HALL,Etr,http://www.bandsintown.com/venue/170013
Clawerfield,http://www.bandsintown.com/Clawerfield,2010-01-16T19:00:00,7293533,http://www.bandsintown.com/event/7293533?app_id=epfl,Bremgarten,2034127,47.3666667,8.3333333,Barracuda,01,http://www.bandsintown.com/venue/2034127
Chris Duarte Group,http://www.bandsintown.com/ChrisDuarteGroup,2010-01-16T19:00:00,3319399,http://www.bandsintown.com/event/3319399?app_id=epfl,Zurich,203096,47.3666667,8.55,El Lokal,25,http://www.bandsintown.com/venue/203096
Angélique Kidjo,http://www.bandsintown.com/Ang%C3%A9liqueKidjo,2010-01-16T19:00:00,3255222,http://www.bandsintown.com/event/3255222?app_id=epfl,Zurich,497860,47.3713799,8.5359888,Kaufleutensaal,ZH,http://www.bandsintown.com/venue/497860
Sara Noxx,http://www.bandsintown.com/SaraNoxx,2010-01-16T20:00:00,3306182,http://www.bandsintown.com/event/3306182?app_id=epfl,Basel-City,816926,47.568039,7.57256,Set Club Borderline,Switzerland,http://www.bandsintown.com/venue/816926
Bass Sultan Hengzt,http://www.bandsintown.com/BassSultanHengzt,2010-01-16T21:00:00,3307182,http://www.bandsintown.com/event/3307182?app_id=epfl,Basel,293614,47.547538,7.598329,Sommercasino,Switzerland,http://www.bandsintown.com/venue/293614
Gian-Andrea Costa,http://www.bandsintown.com/Gian-andreaCosta,2010-01-16T21:00:00,3269286,http://www.bandsintown.com/event/3269286?app_id=epfl,Agno,809837,45.99675,8.89932,Parching Thirst,Switzerland,http://www.bandsintown.com/venue/809837
Lara Fabian,http://www.bandsintown.com/LaraFabian,2010-01-17T19:00:00,3329592,http://www.bandsintown.com/event/3329592?app_id=epfl,Geneva,343395,46.2,6.1666667,Arena Geneva,07,http://www.bandsintown.com/venue/343395
Samuel Blaser,http://www.bandsintown.com/SamuelBlaser,2010-01-17T20:00:00,3228313,http://www.bandsintown.com/event/3228313?app_id=epfl,Bern,801466,46.9166667,7.4666667,Bjazz,05,http://www.bandsintown.com/venue/801466
Chris Duarte Group,http://www.bandsintown.com/ChrisDuarteGroup,2010-01-17T19:00:00,3319400,http://www.bandsintown.com/event/3319400?app_id=epfl,Ruthi,309961,47.3,9.5333333,Gruitli Club,10,http://www.bandsintown.com/venue/309961
Ian Brown,http://www.bandsintown.com/IanBrown,2010-01-18T20:00:00,3208586,http://www.bandsintown.com/event/3208586?app_id=epfl,Zurich,48122,47.362215,8.522239,Abart,Switzerland,http://www.bandsintown.com/venue/48122
Element of Crime,http://www.bandsintown.com/ElementOfCrime,2010-01-19T20:00:00,3202852,http://www.bandsintown.com/event/3202852?app_id=epfl,Zurich,44952,47.371722,8.536468,Kaufleuten,Switzerland,http://www.bandsintown.com/venue/44952
The Harlem Gospel Singers,http://www.bandsintown.com/TheHarlemGospelSingers,2010-01-20T20:30:00,3305323,http://www.bandsintown.com/event/3305323?app_id=epfl,Geneva,460740,46.210089,6.150993,Théâtre du Léman,Switzerland,http://www.bandsintown.com/venue/460740
SAÏKO VS LOVESONG,http://www.bandsintown.com/Sa%C3%8FkoVsLovesong,2010-01-20T19:00:00,3279728,http://www.bandsintown.com/event/3279728?app_id=epfl,Conthey,334526,46.224321999999994,7.298266,Nouveau Monde,Switzerland,http://www.bandsintown.com/venue/334526
Stryper,http://www.bandsintown.com/Stryper,2010-01-20T19:00:00,3046817,http://www.bandsintown.com/event/3046817?app_id=epfl,Biel Bienne,756522,47.135132,7.2484399999999996,Kongresshaus,Berne,http://www.bandsintown.com/venue/756522
Nickelback,http://www.bandsintown.com/Nickelback,2010-01-20T19:00:00,3105697,http://www.bandsintown.com/event/3105697?app_id=epfl,Basel,293615,47.54055,7.6176580000000005,ST. JAKOBSHALLE,Etr,http://www.bandsintown.com/venue/293615
Stratovarius,http://www.bandsintown.com/Stratovarius,2010-01-20T19:30:00,2983372,http://www.bandsintown.com/event/2983372?app_id=epfl,Basel,747119,47.5666667,7.6,Konzertfabrik Z7,04,http://www.bandsintown.com/venue/747119
Element of Crime,http://www.bandsintown.com/ElementOfCrime,2010-01-20T20:00:00,3202853,http://www.bandsintown.com/event/3202853?app_id=epfl,Zurich,44952,47.371722,8.536468,Kaufleuten,Switzerland,http://www.bandsintown.com/venue/44952
Rudresh Mahanthappa,http://www.bandsintown.com/RudreshMahanthappa,2010-01-20T20:00:00,3293606,http://www.bandsintown.com/event/3293606?app_id=epfl,Zurich,10674,47.3666667,8.55,Moods,25,http://www.bandsintown.com/venue/10674
a.P.A.t.T,http://www.bandsintown.com/a.P.A.t.T,2010-01-21T19:00:00,3201365,http://www.bandsintown.com/event/3201365?app_id=epfl,Düdingen,323397,46.8615737,7.180177799999999,Bad Bonn,Canton Of Fribourg,http://www.bandsintown.com/venue/323397
Nneka,http://www.bandsintown.com/Nneka,2010-01-21T19:00:00,3158972,http://www.bandsintown.com/event/3158972?app_id=epfl,Lausanne,289098,46.522385,6.618189999999999,Le Docks,Switzerland,http://www.bandsintown.com/venue/289098
Samuel Blaser,http://www.bandsintown.com/SamuelBlaser,2010-01-21T20:00:00,3269033,http://www.bandsintown.com/event/3269033?app_id=epfl,Neuchatel,809769,46.99129,6.9284300000000005,Cafe du Cerf,NE,http://www.bandsintown.com/venue/809769
Element of Crime,http://www.bandsintown.com/ElementOfCrime,2010-01-21T20:00:00,3004003,http://www.bandsintown.com/event/3004003?app_id=epfl,Berne,289084,46.956265,7.4379539999999995,Bierhubeli,,http://www.bandsintown.com/venue/289084
Nickelback,http://www.bandsintown.com/Nickelback,2010-01-21T19:00:00,3096906,http://www.bandsintown.com/event/3096906?app_id=epfl,Basel,293615,47.54055,7.6176580000000005,ST. JAKOBSHALLE,Etr,http://www.bandsintown.com/venue/293615
Kataklysm,http://www.bandsintown.com/Kataklysm,2010-01-21T19:15:00,3214817,http://www.bandsintown.com/event/3214817?app_id=epfl,Basel,747119,47.5666667,7.6,Konzertfabrik Z7,04,http://www.bandsintown.com/venue/747119
Die Himmel rühmen,http://www.bandsintown.com/DieHimmelR%C3%BChmen,2010-01-21T19:30:00,3263791,http://www.bandsintown.com/event/3263791?app_id=epfl,Basel,765618,47.5666667,7.6,Pauluskirche Basel,04,http://www.bandsintown.com/venue/765618
FatCat Records,http://www.bandsintown.com/FatcatRecords,2010-01-21T20:00:00,3189533,http://www.bandsintown.com/event/3189533?app_id=epfl,Zurich,791636,47.3666667,8.55,Rockwoche,25,http://www.bandsintown.com/venue/791636
Corvus Corax,http://www.bandsintown.com/CorvusCorax,2010-01-21T20:00:00,3092306,http://www.bandsintown.com/event/3092306?app_id=epfl,Zurich,170002,47.410675,8.552307,Hallenstadion,25,http://www.bandsintown.com/venue/170002
Excalibur,http://www.bandsintown.com/Excalibur,2010-01-21T20:00:00,3092306,http://www.bandsintown.com/event/3092306?app_id=epfl,Zurich,170002,47.410675,8.552307,Hallenstadion,25,http://www.bandsintown.com/venue/170002
Resistance,http://www.bandsintown.com/Resistance,2010-01-21T20:00:00,3092911,http://www.bandsintown.com/event/3092911?app_id=epfl,Pratteln,43060,47.5166667,7.6833333,Z7,01,http://www.bandsintown.com/venue/43060
Belphegor,http://www.bandsintown.com/Belphegor,2010-01-21T20:00:00,3092911,http://www.bandsintown.com/event/3092911?app_id=epfl,Pratteln,43060,47.5166667,7.6833333,Z7,01,http://www.bandsintown.com/venue/43060
Suicidal Angels,http://www.bandsintown.com/SuicidalAngels,2010-01-21T20:00:00,3092911,http://www.bandsintown.com/event/3092911?app_id=epfl,Pratteln,43060,47.5166667,7.6833333,Z7,01,http://www.bandsintown.com/venue/43060
Live From Buena Vista,http://www.bandsintown.com/LiveFromBuenaVista,2010-01-21T20:00:00,2553833,http://www.bandsintown.com/event/2553833?app_id=epfl,Zurich,686165,47.375485,8.527116,Volkshaus Zürich,Switzerland,http://www.bandsintown.com/venue/686165
Tafta,http://www.bandsintown.com/Tafta,2010-01-22T19:00:00,3213155,http://www.bandsintown.com/event/3213155?app_id=epfl,Vevey,306332,46.472145000000005,6.851925,ROCKING CHAIR,Etr,http://www.bandsintown.com/venue/306332
Band of Skulls,http://www.bandsintown.com/BandOfSkulls,2010-01-22T20:00:00,3220235,http://www.bandsintown.com/event/3220235?app_id=epfl,Fribourg,293618,46.8,7.15,Le Transformateur,06,http://www.bandsintown.com/venue/293618
Loren'co,http://www.bandsintown.com/Loren%27co,2010-01-22T21:00:00,3044780,http://www.bandsintown.com/event/3044780?app_id=epfl,Versoix,817541,46.281052,6.16666,"ArtistPub avec ""PaintBox",Switzerland,http://www.bandsintown.com/venue/817541
Die Himmel rühmen,http://www.bandsintown.com/DieHimmelR%C3%BChmen,2010-01-22T19:30:00,3263792,http://www.bandsintown.com/event/3263792?app_id=epfl,Berne,809017,46.952749,7.430215,Pauluskirche Bern,Switzerland,http://www.bandsintown.com/venue/809017
Heino,http://www.bandsintown.com/Heino,2010-01-22T19:30:00,3293274,http://www.bandsintown.com/event/3293274?app_id=epfl,Berne,811991,46.952749,7.430215,Pauluskirche,Switzerland,http://www.bandsintown.com/venue/811991
Franz Lambert,http://www.bandsintown.com/FranzLambert,2010-01-22T19:30:00,3293274,http://www.bandsintown.com/event/3293274?app_id=epfl,Berne,811991,46.952749,7.430215,Pauluskirche,Switzerland,http://www.bandsintown.com/venue/811991
CHOR UND GITARRIST,http://www.bandsintown.com/ChorUndGitarrist,2010-01-22T19:30:00,3293274,http://www.bandsintown.com/event/3293274?app_id=epfl,Berne,811991,46.952749,7.430215,Pauluskirche,Switzerland,http://www.bandsintown.com/venue/811991
GUGGE MEETING,http://www.bandsintown.com/GuggeMeeting,2010-01-22T18:00:00,3225446,http://www.bandsintown.com/event/3225446?app_id=epfl,Basel,747119,47.5666667,7.6,Konzertfabrik Z7,04,http://www.bandsintown.com/venue/747119
Bass Sultan Hengzt,http://www.bandsintown.com/BassSultanHengzt,2010-01-22T20:00:00,3341076,http://www.bandsintown.com/event/3341076?app_id=epfl,Winkeln,824106,47.403295,9.3019,Glow club,Switzerland,http://www.bandsintown.com/venue/824106
ABBA The Show,http://www.bandsintown.com/AbbaTheShow,2010-01-22T20:00:00,2968182,http://www.bandsintown.com/event/2968182?app_id=epfl,Zurich,771843,47.4116099,8.551656300000001,"Hallenstadion, Zurich",,http://www.bandsintown.com/venue/771843
Michael Bolton,http://www.bandsintown.com/MichaelBolton,2010-01-22T20:00:00,3228028,http://www.bandsintown.com/event/3228028?app_id=epfl,Zurich,771839,47.366033,8.537234,Kongresshaus Zürich,Switzerland,http://www.bandsintown.com/venue/771839
Jools,http://www.bandsintown.com/Jools,2010-01-22T22:00:00,3352848,http://www.bandsintown.com/event/3352848?app_id=epfl,Lucerne,827607,47.0502396,8.3077602,ROK,LU,http://www.bandsintown.com/venue/827607
Live From Buena Vista,http://www.bandsintown.com/LiveFromBuenaVista,2010-01-22T20:00:00,2553834,http://www.bandsintown.com/event/2553834?app_id=epfl,Sankt Gallen,773211,47.427515,9.380016,Tonhalle St. Gallen,Switzerland,http://www.bandsintown.com/venue/773211
DJ Brain,http://www.bandsintown.com/DjBrain,2010-01-22T22:00:00,3344823,http://www.bandsintown.com/event/3344823?app_id=epfl,Sankt Gallen,825917,47.466666700000005,9.4,Glow Club,15,http://www.bandsintown.com/venue/825917
HIP HOP JUNKIES,http://www.bandsintown.com/HipHopJunkies,2010-01-23T19:00:00,3310879,http://www.bandsintown.com/event/3310879?app_id=epfl,Lausanne,794948,46.519894,6.632625,Le Romandie,Etr,http://www.bandsintown.com/venue/794948
ROCCOBELLY,http://www.bandsintown.com/ROCCOBELLY,2010-01-23T19:00:00,3310879,http://www.bandsintown.com/event/3310879?app_id=epfl,Lausanne,794948,46.519894,6.632625,Le Romandie,Etr,http://www.bandsintown.com/venue/794948
ant-zen,http://www.bandsintown.com/ant-zen,2010-01-23T20:00:00,3254093,http://www.bandsintown.com/event/3254093?app_id=epfl,Cheseaux-Noréaz,169999,46.781797,6.671189999999999,Amalgame Club,Switzerland,http://www.bandsintown.com/venue/169999
Pura Fé,http://www.bandsintown.com/PuraF%C3%A9,2010-01-23T20:00:00,2993286,http://www.bandsintown.com/event/2993286?app_id=epfl,Nyon,313886,46.383759999999995,6.244082,USINE A GAZ,Etr,http://www.bandsintown.com/venue/313886
PURA FE',http://www.bandsintown.com/PuraFe%27,2010-01-23T20:00:00,2993286,http://www.bandsintown.com/event/2993286?app_id=epfl,Nyon,313886,46.383759999999995,6.244082,USINE A GAZ,Etr,http://www.bandsintown.com/venue/313886
Toufo,http://www.bandsintown.com/Toufo,2010-01-23T19:00:00,3275141,http://www.bandsintown.com/event/3275141?app_id=epfl,Conthey,334526,46.224321999999994,7.298266,Nouveau Monde,Switzerland,http://www.bandsintown.com/venue/334526
Carnifex,http://www.bandsintown.com/Carnifex,2010-01-23T18:00:00,3024128,http://www.bandsintown.com/event/3024128?app_id=epfl,Erstfeld,748284,46.823679999999996,8.650310000000001,Transilvania Live Club,Switzerland,http://www.bandsintown.com/venue/748284
3 Inches of Blood,http://www.bandsintown.com/3InchesOfBlood,2010-01-23T18:00:00,3024128,http://www.bandsintown.com/event/3024128?app_id=epfl,Erstfeld,748284,46.823679999999996,8.650310000000001,Transilvania Live Club,Switzerland,http://www.bandsintown.com/venue/748284
GUGGE MEETING,http://www.bandsintown.com/GuggeMeeting,2010-01-23T18:00:00,3225445,http://www.bandsintown.com/event/3225445?app_id=epfl,Basel,747119,47.5666667,7.6,Konzertfabrik Z7,04,http://www.bandsintown.com/venue/747119
Ongatu,http://www.bandsintown.com/Ongatu,2010-01-23T19:00:00,5287841,http://www.bandsintown.com/event/5287841?app_id=epfl,Zurich,968569,47.3772316,8.5229597,Kafi Fur Dich,ZH,http://www.bandsintown.com/venue/968569
Twin Atlantic,http://www.bandsintown.com/TwinAtlantic,2010-01-23T19:00:00,3336181,http://www.bandsintown.com/event/3336181?app_id=epfl,Basel,293614,47.547538,7.598329,Sommercasino,Switzerland,http://www.bandsintown.com/venue/293614
The Black Dahlia Murder,http://www.bandsintown.com/TheBlackDahliaMurder,2010-01-23T20:00:00,3023259,http://www.bandsintown.com/event/3023259?app_id=epfl,Erstfeld,203984,46.823679999999996,8.650310000000001,Transilvania Live,Switzerland,http://www.bandsintown.com/venue/203984
The Faceless,http://www.bandsintown.com/TheFaceless,2010-01-23T20:00:00,3023259,http://www.bandsintown.com/event/3023259?app_id=epfl,Erstfeld,203984,46.823679999999996,8.650310000000001,Transilvania Live,Switzerland,http://www.bandsintown.com/venue/203984
"""Bonecrusher Festival""",http://www.bandsintown.com/%22bonecrusherFestival%22,2010-01-23T20:00:00,3023259,http://www.bandsintown.com/event/3023259?app_id=epfl,Erstfeld,203984,46.823679999999996,8.650310000000001,Transilvania Live,Switzerland,http://www.bandsintown.com/venue/203984
Regardless of Me,http://www.bandsintown.com/RegardlessOfMe,2010-01-23T22:00:00,2762122,http://www.bandsintown.com/event/2762122?app_id=epfl,Uster,106464,47.34108,8.751285000000001,Rock City,Switzerland,http://www.bandsintown.com/venue/106464
Die Himmel rühmen,http://www.bandsintown.com/DieHimmelR%C3%BChmen,2010-01-23T19:30:00,3263793,http://www.bandsintown.com/event/3263793?app_id=epfl,Sankt Gallen,809018,47.426691999999996,9.386574000000001,Kirche Linsebühl,Switzerland,http://www.bandsintown.com/venue/809018
Heino,http://www.bandsintown.com/Heino,2010-01-23T19:30:00,3280268,http://www.bandsintown.com/event/3280268?app_id=epfl,Sankt Gallen,811989,47.426381,9.373692,Kirche Linsenbühl,Switzerland,http://www.bandsintown.com/venue/811989
Franz Lambert,http://www.bandsintown.com/FranzLambert,2010-01-23T19:30:00,3280268,http://www.bandsintown.com/event/3280268?app_id=epfl,Sankt Gallen,811989,47.426381,9.373692,Kirche Linsenbühl,Switzerland,http://www.bandsintown.com/venue/811989
CHOR UND GITARRIST,http://www.bandsintown.com/ChorUndGitarrist,2010-01-23T19:30:00,3280268,http://www.bandsintown.com/event/3280268?app_id=epfl,Sankt Gallen,811989,47.426381,9.373692,Kirche Linsenbühl,Switzerland,http://www.bandsintown.com/venue/811989
Amir John Haddad,http://www.bandsintown.com/AmirJohnHaddad,2010-01-24T20:00:00,6777420,http://www.bandsintown.com/event/6777420?app_id=epfl,Zurich,1877956,47.3666667,8.55,The Moods ,25,http://www.bandsintown.com/venue/1877956
Europe,http://www.bandsintown.com/Europe,2010-01-25T19:00:00,2966001,http://www.bandsintown.com/event/2966001?app_id=epfl,Zurich,170005,47.375485,8.527116,Volkshaus,Switzerland,http://www.bandsintown.com/venue/170005
Wishbone Ash,http://www.bandsintown.com/WishboneAsh,2010-01-25T20:00:00,3155854,http://www.bandsintown.com/event/3155854?app_id=epfl,Basel,747119,47.5666667,7.6,Konzertfabrik Z7,04,http://www.bandsintown.com/venue/747119
DFA Records,http://www.bandsintown.com/DfaRecords,2010-01-25T22:00:00,3338913,http://www.bandsintown.com/event/3338913?app_id=epfl,Zurich,823134,47.37706,8.53955,HOLY GHOST! DJ SET,Switzerland,http://www.bandsintown.com/venue/823134
Om,http://www.bandsintown.com/Om,2010-01-26T19:00:00,3225430,http://www.bandsintown.com/event/3225430?app_id=epfl,Lausanne,794948,46.519894,6.632625,Le Romandie,Etr,http://www.bandsintown.com/venue/794948
Lichens,http://www.bandsintown.com/Lichens,2010-01-26T19:00:00,3225430,http://www.bandsintown.com/event/3225430?app_id=epfl,Lausanne,794948,46.519894,6.632625,Le Romandie,Etr,http://www.bandsintown.com/venue/794948
Ron Carter,http://www.bandsintown.com/RonCarter,2010-01-26T19:00:00,3159474,http://www.bandsintown.com/event/3159474?app_id=epfl,Geneve,169960,46.2012,6.141799,VICTORIA HALL,Etr,http://www.bandsintown.com/venue/169960
