artist_name,artist_url,event_venue.longitude,event_id,event_venue.id,event_venue.city,event_venue.region,event_venue.latitude,event_datetime,event_url,event_venue.url,event_venue.name
Kill Your Idols,http://www.bandsintown.com/KillYourIdols,6.632625,3432864,794948,Lausanne,Etr,46.519894,2010-04-01T19:00:00,http://www.bandsintown.com/event/3432864?app_id=epfl,http://www.bandsintown.com/venue/794948,Le Romandie
Hunx,http://www.bandsintown.com/Hunx,6.632625,3432864,794948,Lausanne,Etr,46.519894,2010-04-01T19:00:00,http://www.bandsintown.com/event/3432864?app_id=epfl,http://www.bandsintown.com/venue/794948,Le Romandie
His Punx,http://www.bandsintown.com/HisPunx,6.632625,3432864,794948,Lausanne,Etr,46.519894,2010-04-01T19:00:00,http://www.bandsintown.com/event/3432864?app_id=epfl,http://www.bandsintown.com/venue/794948,Le Romandie
Polar,http://www.bandsintown.com/Polar,6.146445,3470897,309951,Geneve,Etr,46.202824,2010-04-01T20:00:00,http://www.bandsintown.com/event/3470897?app_id=epfl,http://www.bandsintown.com/venue/309951,L'ALHAMBRA
Ninja Tune,http://www.bandsintown.com/NinjaTune,6.137786,3387262,494614,Geneva,Geneva,46.204216,2010-04-01T20:00:00,http://www.bandsintown.com/event/3387262?app_id=epfl,http://www.bandsintown.com/venue/494614,Electron Festival
Stevans,http://www.bandsintown.com/Stevans,7.298266,3409768,334526,Conthey,Switzerland,46.224322,2010-04-01T19:00:00,http://www.bandsintown.com/event/3409768?app_id=epfl,http://www.bandsintown.com/venue/334526,Nouveau Monde
Hayseed Dixie,http://www.bandsintown.com/HayseedDixie,7.440461,3312782,80385,Berne,,46.948432,2010-04-01T19:00:00,http://www.bandsintown.com/event/3312782?app_id=epfl,http://www.bandsintown.com/venue/80385,ISC
"""International Jazz Festival Bern""",http://www.bandsintown.com/%22internationalJazzFestivalBern%22,7.4666667,3298998,815374,Bern,05,46.9166667,2010-04-01T19:00:00,http://www.bandsintown.com/event/3298998?app_id=epfl,http://www.bandsintown.com/venue/815374,Int'l Jazz Festival Bern Festival Grounds
Marcia Ball,http://www.bandsintown.com/MarciaBall,7.4666667,3298998,815374,Bern,05,46.9166667,2010-04-01T19:00:00,http://www.bandsintown.com/event/3298998?app_id=epfl,http://www.bandsintown.com/venue/815374,Int'l Jazz Festival Bern Festival Grounds
Die Fantastischen Vier,http://www.bandsintown.com/DieFantastischenVier,7.4666667,3252039,805606,Bern,05,46.9166667,2010-04-01T20:00:00,http://www.bandsintown.com/event/3252039?app_id=epfl,http://www.bandsintown.com/venue/805606,Flowers & Butterflies
DRS 3 Hitparaden-Party,http://www.bandsintown.com/Drs3Hitparaden-party,7.437954,3458869,289084,Berne,,46.956265,2010-04-01T22:00:00,http://www.bandsintown.com/event/3458869?app_id=epfl,http://www.bandsintown.com/venue/289084,Bierhubeli
DVW,http://www.bandsintown.com/DVW,7.4426398,3386357,802218,Berne,BE,46.9495087,2010-04-01T22:00:00,http://www.bandsintown.com/event/3386357?app_id=epfl,http://www.bandsintown.com/venue/802218,Club Bonsoir
Mika,http://www.bandsintown.com/Mika,7.617658,3088603,293615,Basel,Etr,47.54055,2010-04-01T19:00:00,http://www.bandsintown.com/event/3088603?app_id=epfl,http://www.bandsintown.com/venue/293615,ST. JAKOBSHALLE
Attila,http://www.bandsintown.com/Attila,8.7222841,3272813,147243,Winterthur,25,47.4975354,2010-04-01T20:00:00,http://www.bandsintown.com/event/3272813?app_id=epfl,http://www.bandsintown.com/venue/147243,Salzhaus
(həd) p.e.,http://www.bandsintown.com/%28h%C9%99d%29P.e.,8.7222841,3272813,147243,Winterthur,25,47.4975354,2010-04-01T20:00:00,http://www.bandsintown.com/event/3272813?app_id=epfl,http://www.bandsintown.com/venue/147243,Salzhaus
Threat Signal,http://www.bandsintown.com/ThreatSignal,8.7222841,3272813,147243,Winterthur,25,47.4975354,2010-04-01T20:00:00,http://www.bandsintown.com/event/3272813?app_id=epfl,http://www.bandsintown.com/venue/147243,Salzhaus
PE,http://www.bandsintown.com/PE,8.7222841,3272813,147243,Winterthur,25,47.4975354,2010-04-01T20:00:00,http://www.bandsintown.com/event/3272813?app_id=epfl,http://www.bandsintown.com/venue/147243,Salzhaus
Leaves' Eyes,http://www.bandsintown.com/Leaves%27Eyes,7.6833333,3491959,43060,Pratteln,01,47.5166667,2010-04-01T20:00:00,http://www.bandsintown.com/event/3491959?app_id=epfl,http://www.bandsintown.com/venue/43060,Z7
