ambigous_result,genre,name,no_result,origin
0.0,Rock,Groombridge,0.0,
0.0,,Painhead,0.0,
0.0,,shEver,0.0,
0.0,Pop,Mando Diao,0.0,Sweden
0.0,alternative metal,Foo Fighters,0.0,
0.0,Rock,Heavy Demons,0.0,
0.0,Rock,Reel Big Fish,0.0,United States of America
1.0,,Baby Genius,0.0,
0.0,Comedy/Spoken Word,Henry Rollins,0.0,United States of America
0.0,alternative metal,Linkin Park,0.0,
1.0,,MONTREAL,0.0,
0.0,Electronica/Dance,Christian Scott,0.0,United States of America
1.0,,Hiromi,0.0,
1.0,,Blackout,0.0,
0.0,Alternative/Indie,Yellowcard,0.0,United States of America
1.0,,Avatar,0.0,
0.0,crossover thrash,Holy Moses,0.0,
0.0,Rock,Obituary,0.0,United States of America
0.0,Alternative/Indie,The Peacocks,0.0,
0.0,Jazz,Freddy Cole,0.0,United States of America
1.0,,NORMANDIE,0.0,
0.0,Rock,From Dying Skies,0.0,
1.0,,Dimi,0.0,
1.0,,M.I.A.,0.0,
0.0,german pop,Paulsrekorder,0.0,Germany
0.0,german pop,Mia,0.0,
0.0,,Angelo Kelly,0.0,Spain
0.0,Electronica/Dance,Matthias Tanzmann,0.0,Germany
0.0,Alternative/Indie,Tyske Ludder,0.0,Germany
0.0,,HOT RUNNING BLOOD,0.0,
0.0,Alternative/Indie,Stereo Total,0.0,France
0.0,Pop,Rosenstolz,0.0,Germany
0.0,album rock,Ten Years After,0.0,
0.0,alternative metal,P.O.D.,0.0,
1.0,,Filter,0.0,
0.0,Rock,Kinetik Control,0.0,Finland
0.0,,K7 Records,1.0,
0.0,deep disco house,Phonique,0.0,
0.0,,Funk D'Void,0.0,
0.0,Rock,Deicide,0.0,United States of America
1.0,,Samael,0.0,
0.0,album rock,Wishbone Ash,0.0,
0.0,Rock,Misery Index,0.0,United States of America
0.0,death core,See You Next Tuesday,0.0,
0.0,Pop,Carlos Núñez,0.0,Spain
0.0,,Jersey,0.0,
0.0,german indie,Slut,0.0,
0.0,Electronica/Dance,Zombie-Zombie,0.0,France
0.0,alternative dance,Thieves Like Us,0.0,
0.0,Alternative/Indie,No Use for a Name,0.0,United States of America
0.0,Alternative/Indie,Only Crime,0.0,United States of America
0.0,Rock,The Stranglers,0.0,England
0.0,Rock,Edguy,0.0,Germany
0.0,Rock,James McMurtry,0.0,United States of America
0.0,Country,Jon Dee Graham,0.0,United States of America
0.0,,The Duel,0.0,
0.0,album rock,Faster Pussycat,0.0,
0.0,Rock,Bang Tango,0.0,United States of America
0.0,Rock,Beautiful Creatures,0.0,United States
0.0,folk metal,GRAVE DIGGER,0.0,
0.0,,Wendy McNeill,0.0,
1.0,,Lole,0.0,
0.0,alternative hip hop,Ugly Duckling,0.0,
0.0,Electronica/Dance,Punks Jump Up,0.0,
0.0,bluegrass,Marty Stuart,0.0,
0.0,Jazz,Esperanza Spalding,0.0,United States of America
0.0,,"Michael Flatley's ""Lord Of The Dance""",1.0,
0.0,Alternative/Indie,Alkaline Trio,0.0,United States of America
0.0,Alternative/Indie,Broadway Calls,0.0,United States of America
0.0,,Hot Rod,0.0,
1.0,,Helmet,0.0,
0.0,,POW-LOW,0.0,
1.0,,Joe T. Vannelli,0.0,
0.0,Electronica/Dance,Jools,0.0,
0.0,Rap/Hip Hop,Jeru the Damaja,0.0,United States of America
0.0,Rock,Ektomorf,0.0,Hungary
0.0,,Emergenti Italiani,1.0,
0.0,,Carrier,0.0,
0.0,Pop,IZIA,0.0,France
0.0,,Izia 1èRe Partie,1.0,
0.0,Electronica/Dance,Joakim,0.0,France
0.0,electric blues,Chris Duarte Group,0.0,
0.0,Reggae/Ska,Doreen Shaffer,0.0,Jamaica
0.0,drum and bass,Marc Hype,0.0,
0.0,,DVW,0.0,
1.0,,Fair Warning,0.0,
0.0,edm,Tocadisco,0.0,
0.0,indie folk,Bobby Long,0.0,
0.0,Rock,Kittie,0.0,Ontario
1.0,,Nunez,0.0,
0.0,,Live From Buena Vista,1.0,
1.0,,DMC,0.0,
0.0,Pop,Émilie Simon,0.0,France
0.0,Latin,Che Sudaka,0.0,Spain
1.0,,Manu,0.0,
0.0,Electronica/Dance,Filewile,0.0,Switzerland
0.0,brutal deathcore,A Thousand Years Slavery,0.0,
0.0,,photo 09,1.0,
0.0,blues-rock,Eric Burdon,0.0,
1.0,,Frantic,0.0,
0.0,Alternative/Indie,Weekend Phantom,0.0,
0.0,Electronica/Dance,Der Zoo,0.0,
0.0,,LOZANE'S BURNING X,1.0,
0.0,,FLORENT VINTRINGNER,1.0,
0.0,cyber metal,Clawerfield,0.0,
1.0,,Angélique Kidjo,0.0,
0.0,dark wave,Sara Noxx,0.0,
0.0,Rock,Bass Sultan Hengzt,0.0,Germany
0.0,,Gian-Andrea Costa,1.0,
0.0,Rock,Lara Fabian,0.0,Switzerland
0.0,jazz brass,Samuel Blaser,0.0,
0.0,Pop,Ian Brown,0.0,
0.0,Electronica/Dance,Element of Crime,0.0,
0.0,,The Harlem Gospel Singers,0.0,
0.0,,SAÏKO VS LOVESONG,1.0,
0.0,christian christmas,Stryper,0.0,
0.0,alternative metal,Nickelback,0.0,
0.0,finnish metal,Stratovarius,0.0,
0.0,Electronica/Dance,Rudresh Mahanthappa,0.0,Germany
1.0,,a.P.A.t.T,0.0,
0.0,neo soul,Nneka,0.0,
0.0,black metal,Kataklysm,0.0,
0.0,,Die Himmel rühmen,1.0,
0.0,Reggae/Ska,FatCat Records,0.0,Switzerland
0.0,folk metal,Corvus Corax,0.0,
0.0,nwobhm,Excalibur,0.0,
1.0,,Resistance,0.0,
0.0,Electronica/Dance,Belphegor,0.0,
0.0,Electronica/Dance,Suicidal Angels,0.0,United States
0.0,,Tafta,0.0,
0.0,Alternative/Indie,Band of Skulls,0.0,United States of America
0.0,,Loren'co,1.0,
1.0,,Heino,0.0,
0.0,Electronica/Dance,Franz Lambert,0.0,
0.0,,CHOR UND GITARRIST,1.0,
